,m/z,intensity,S/N,log_intensity,mz_calibrated,mz_calibrated_Hline,tdb_index,C,H,N,O,S,theo,class,DBE,mz_E_ppm_BeforeCalibration,mz_E_ppm_AfterCalibration,isotope,track
759,341.07908,3292626,6.2,6.517542403241321,341.082032438362,,6219,22,13,0,4,0,341.081932,O4,16.0,-8.36162731721159,0.2944698987541917,,True
760,341.08496,316197083,803.5,8.499957859135574,341.0879125389301,,6222,15,17,0,9,0,341.087805,O9,7.0,-8.340960768091184,0.3152822484546576,,True
761,341.09624,6723307,14.9,6.827582942485108,341.0991927318603,,6226,14,17,2,8,0,341.0990384,N2O8,7.0,-8.204068862483682,0.4524546918254423,,True
762,341.10025,14065905,33.6,7.148167679897016,341.1032028004475,,6227,19,17,0,6,0,341.1030612,O6,11.0,-8.241497423408234,0.4151251149125879,,True
763,341.10357,3455479,6.6,6.538508257972957,341.10652285723336,,6228,16,21,0,6,1,341.1064322,O6S1,6.0,-8.390929427866078,0.2657740365708713,,True
3211,341.11243,3225988,6.0,6.508662747571394,341.1153830087785,,3717,16,19,0,8,0,341.1152504,O8,7.0,-8.26817328352982,0.3887506594126757,2C13,True
764,341.12136,128930065,326.3,8.11035420161331,341.124313161524,,6234,16,21,0,8,0,341.1241904,O8,6.0,-8.297271432654929,0.3598734053296291,,True
765,341.13661,9081256,20.9,6.958145918581233,341.1395634223788,,6237,20,21,0,5,0,341.1394466,O5,10.0,-8.315074753851226,0.34244758254805785,,True
766,341.15773,17453127,42.2,7.241873248898679,341.16068378365617,,6243,17,25,0,7,0,341.1605758,O7,5.0,-8.341526547478306,0.31651856581366095,,True
755,341.0486,353810596,899.3,8.548770835118141,341.0515519170715,,6210,14,13,0,10,0,341.0514196,O10,8.0,-8.26737505816415,0.3879681007437542,,True
3243,348.07747,17311649,41.2,7.238338438036659,348.08054307693993,,823,17,15,0,8,0,348.0805954,O8,10.0,-8.978954992868935,-0.15031880763280236,1C13,True
787,343.10045,168629410,427.4,8.226933320507218,343.1034370894486,,6347,15,19,0,9,0,343.103455,O9,6.0,-8.758291285563647,-0.052201606008335524,,True
789,343.13684,34289880,85.1,7.535165965271578,343.13982771470495,,6359,16,23,0,8,0,343.1398404,O8,5.0,-8.743956972531711,-0.036968295668935024,,True
812,346.12659,3319303,6.1,6.521046898453115,346.1296292587653,,6536,18,20,1,6,0,346.1296102,N1O6,9.0,-8.725633147176431,0.05506251052232434,,True
813,347.00139,19458911,46.6,7.289118531722438,347.0044444053135,,6565,15,7,0,10,0,347.0044696,O10,12.0,-8.874813640089782,-0.07260623044847783,,True
814,347.00476,9510372,21.7,6.978197504780479,347.00781446371917,,6566,12,11,0,10,1,347.0078406,O10S1,7.0,-8.877609205330787,-0.07531899219387062,,True
815,347.01666,5900406,12.6,6.770881895963027,347.0197146699624,,6569,19,7,0,7,0,347.0197258,O7,16.0,-8.834656280515315,-0.032073213032349536,,True
816,347.02249,54992767,135.8,7.740305572065929,347.02554477100625,,6571,12,11,0,12,0,347.0255988,O12,7.0,-8.958416931652579,-0.15569166639515286,,True
817,347.03204,3850509,7.4,6.5855181428279606,347.0350949365267,,6574,23,7,0,4,0,347.034982,O4,20.0,-8.477531524526976,0.3254326870849674,,True
818,347.03776,99648405,247.9,7.998470351654245,347.04081503566744,,6577,16,11,0,9,0,347.040855,O9,11.0,-8.91825834174558,-0.11515742890372602,,True
819,347.04111,12290202,28.6,7.089559020947024,347.0441650937311,,6578,13,15,0,9,1,347.044226,O9S1,6.0,-8.978682734163248,-0.17550002072876267,,True
3239,347.04748,5290660,11.1,6.723509852844026,347.0505352041401,,7622,13,13,0,11,0,347.0505806,O11,7.0,-8.934144396535908,-0.130804736938105,1O18,True
820,347.04908,7669030,17.0,6.884740436662444,347.05213523187257,,6581,15,11,2,8,0,347.0520884,N2O8,11.0,-8.668439408817,0.13494191255988847,,True
821,347.05307,9442220,21.5,6.9750741151031725,347.0561253010308,,6582,20,11,0,6,0,347.0561112,O6,15.0,-8.762848144263426,0.04063040640253486,,True
822,347.05889,63559605,157.3,7.803181189560304,347.06194540190944,,6584,13,15,0,11,0,347.0619842,O11,6.0,-8.91541033252721,-0.11179009026989989,,True
823,347.07415,96768972,240.7,7.9857361274601315,347.0772056664184,,6590,17,15,0,8,0,347.0772404,O8,10.0,-8.904069873488439,-0.10007450079921672,,True
824,347.07744,11846352,27.5,7.073584633031111,347.08049572344686,,6591,14,19,0,8,1,347.0806114,O8S1,5.0,-9.137358572675286,-0.33328439950558086,,True
825,347.08542,10343900,23.7,7.01468431333617,347.0884758617726,,6593,16,15,2,7,0,347.0884738,N2O7,10.0,-8.798333077850327,0.005940193360927526,,True
826,347.0894,3488034,6.5,6.542580709615007,347.0924559307631,,6594,21,15,0,5,0,347.0924966,O5,14.0,-8.921541175120069,-0.11717117859962188,,True
827,347.09531,22044139,53.1,7.343293140819349,347.09836603320986,,6597,14,19,0,10,0,347.0983696,O10,5.0,-8.814792197251204,-0.010276021059343853,,True
828,347.11056,78048258,193.7,7.892363214260317,347.1136162975668,,6602,18,19,0,7,0,347.1136258,O7,9.0,-8.832266359281805,-0.027375569580428038,,True
829,347.11393,7628167,16.9,6.882420192290141,347.11698635598646,,6603,15,23,0,7,1,347.1169968,O7S1,4.0,-8.835061458445841,-0.030087877062469407,,True
830,347.14695,41308216,101.5,7.616036439273707,347.1500069284189,,6613,19,23,0,6,0,347.1500112,O6,8.0,-8.818089878231147,-0.012304712483354654,,True
831,347.18328,6214510,13.4,6.793406891193999,347.18633755828137,,6620,20,27,0,5,0,347.1863966,O5,7.0,-8.976734199609682,-0.17005769591038963,,True
3240,348.0259,8239060,18.5,6.915877665568462,348.02897218111536,,816,12,11,0,12,0,348.0289538,O12,7.0,-8.774557308202814,0.05281490276212111,1C13,True
832,348.03306,21913439,52.8,7.3407105392002485,348.0361323054859,,6645,15,10,1,9,0,348.036104,N1O9,11.0,-8.746219041819131,0.08132916548873995,,True
3241,348.04117,17757803,42.4,7.249389233740001,348.0442424463606,,818,16,11,0,9,0,348.04421,O9,11.0,-8.734522548151567,0.09322482506482584,1C13,True
3242,348.06236,8211339,18.4,6.914413982076231,348.065432814453,,822,13,15,0,11,0,348.0653392,O11,6.0,-8.55931247511647,0.2689565506196008,1C13,True
3238,346.11958,5653245,12.0,6.7522978072967375,346.1226191375102,,807,15,21,0,9,0,346.12246,O9,5.0,-8.320754452064904,0.45977227307135976,1C13,True
3237,346.09845,7854622,17.5,6.895125289660621,346.1014887720266,,805,18,17,0,7,0,346.10133079999997,O7,10.0,-8.323573888890584,0.45643287833785595,1C13,True
3236,346.08317,16730119,39.8,7.223499030075338,346.0862085077405,,804,14,17,0,10,0,346.0860746,O10,6.0,-8.392709829134883,0.386920336558064,1C13,True
3235,346.06205,11271143,26.1,7.0519679598280245,346.06508814245916,,802,17,13,0,8,0,346.0649454,O8,11.0,-8.366637645581891,0.41247303738359814,1C13,True
790,343.15212,12137199,28.7,7.084118472637175,343.15510797726256,,6362,20,23,0,5,0,343.1550966,O5,9.0,-8.674211834375631,0.03315486989312598,,True
791,343.1732,3717902,7.2,6.570297938039389,343.17618833949683,,6368,17,27,0,7,0,343.1762258,O7,4.0,-8.81704434197136,-0.10915821187174111,,True
792,344.02291,7652356,17.0,6.883795165908208,344.02591295497973,,6390,12,10,1,11,0,344.0259332,N1O11,8.0,-8.787709612040384,-0.05884736676133081,,True
3223,344.031,36058640,88.3,7.557009342696044,344.03400309426576,,775,13,11,0,11,0,344.0340392,O11,8.0,-8.834009585378407,-0.10494814502310122,1C13,True
794,344.05928,21103162,50.8,7.32434753284588,344.06228358118386,,6397,13,14,1,10,0,344.0623186,N1O10,7.0,-8.831539624533796,-0.10178044578027028,,True
3226,344.06738,42949190,105.6,7.63295497767023,344.07038372065335,,781,14,15,0,10,0,344.0704246,O10,7.0,-8.848769851547777,-0.11881098678543109,1C13,True
795,344.07454,10907473,25.2,7.037724146621908,344.0775438439396,,6400,17,14,1,7,0,344.0775748,N1O7,11.0,-8.82010401791013,-0.08996825897430458,,True
796,344.09563,9130353,20.7,6.960487568661188,344.0986342070945,,6405,14,18,1,9,0,344.098704,N1O9,6.0,-8.9334832251202,-0.20282815564527584,,True
797,344.9893,4523111,9.1,6.655437245737511,344.9923196111618,,6437,12,9,0,10,1,344.9921906,O10S1,8.0,-8.37874038532115,0.37395386128805413,,True
798,345.00708,33348545,81.5,7.523076890358839,345.0100999179442,,6441,12,9,0,12,0,345.0099488,O12,8.0,-8.31512253493689,0.4380103957138009,,True
799,345.02572,10639837,24.5,7.0269349747125265,345.02874023957844,,6446,13,13,0,9,1,345.028576,O9S1,7.0,-8.277575246429466,0.4760173211070702,,True
800,345.03757,3727983,7.1,6.5714739232573125,345.0405904440578,,6449,20,9,0,6,0,345.0404612,O6,16.0,-8.379307139544858,0.3745765274982188,,True
788,343.11568,24369336,59.9,7.386843695969105,343.1186673511257,,6352,19,19,0,6,0,343.1187112,O6,10.0,-8.83426027513433,-0.12779505429393262,,True
801,345.04344,190844920,476.9,8.280680604183829,345.0464605453504,,6451,13,13,0,11,0,345.0463342,O11,7.0,-8.387859000805115,0.36616922967222915,,True
803,345.06202,8352531,18.8,6.921818096175354,345.0650408659752,,6458,14,17,0,8,1,345.0649614,O8S1,6.0,-8.52419204796558,0.23029279728134266,,True
3232,345.06845,5982109,12.8,6.776854322046562,345.07147097693723,,7602,14,15,0,10,0,345.071316,O10,7.0,-8.305529515643668,0.449115675585302,1O18,True
804,345.07981,110161966,274.3,8.042031677932714,345.08283117297987,,6464,14,17,0,10,0,345.0827196,O10,6.0,-8.431601568986546,0.3233224195532756,,True
805,345.09508,42782789,105.2,7.631269092713974,345.0981014365061,,6469,18,17,0,7,0,345.0979758,O7,10.0,-8.391240178280219,0.364060397194703,,True
806,345.09846,10521930,24.2,7.022095408208635,345.1014814948386,,6470,15,21,0,7,1,345.1013468,O7S1,5.0,-8.365078915997024,0.3903051664566105,,True
807,345.11619,35009636,85.7,7.544187595369054,345.1192118008326,,6476,15,21,0,9,0,345.119105,O9,5.0,-8.446359409668537,0.30946079502465607,,True
808,345.13143,29133435,70.9,7.464391693470643,345.13445206386245,,6481,19,21,0,6,0,345.1343612,O6,9.0,-8.492924291241817,0.2632709827494167,,True
809,345.16775,11152305,25.8,7.047364638265203,345.17077269075156,,6490,20,25,0,5,0,345.1707466,O5,8.0,-8.681500473251232,0.07558795710944517,,True
3233,346.01022,5450778,11.5,6.73645849438537,346.013257246105,,798,12,9,0,12,0,346.0133038,O12,8.0,-8.912374079684362,-0.13454365624843798,1C13,True
810,346.03866,6776900,14.8,6.831031077233856,346.041697737937,,6517,12,12,1,11,0,346.0415832,N1O11,7.0,-8.447539665510076,0.3309947201994624,,True
3234,346.04677,26899920,65.3,7.429750988418385,346.0498078781944,,801,13,13,0,11,0,346.0496892,O11,7.0,-8.43578275350176,0.3429513104239406,1C13,True
811,346.05395,18836699,45.1,7.27500479804857,346.05698800237,,6521,16,12,1,8,0,346.0568394,N1O8,11.0,-8.349495432671485,0.4294160759133516,,True
802,345.05869,61664270,152.6,7.790033594558996,345.06171080851027,,6457,17,13,0,8,0,345.0615904,O8,11.0,-8.405455955341408,0.34894787950862494,,True
1112,377.03272,34144635,76.0,7.533322474549426,377.03631166098484,,8577,13,13,0,13,0,377.0361634,O13,7.0,-9.132810945734867,0.39322749170365534,,True
3283,359.036,4096214,7.7,6.612382637565275,359.03926571355845,,9939,14,11,0,11,0,359.039177,O11,9.0,-8.848616539675747,0.24708601216199857,2O18,True
928,359.04104,11758813,26.0,7.070363483851664,359.04430580318757,,7342,14,15,0,9,1,359.044226,O9S1,7.0,-8.87355865728654,0.22226562024930815,,True
1045,369.11579,208701903,483.0,8.319526409097227,369.1192368317646,,8042,17,21,0,9,0,369.119105,O9,7.0,-8.98084102145407,0.357152373984317,,True
1046,369.13106,10587364,22.5,7.024787844644181,369.13450710894733,,8047,21,21,0,6,0,369.1343612,O6,11.0,-8.94308508500315,0.3952732735504099,,True
1047,369.15222,54781443,125.2,7.738633467835495,369.1556674930598,,8054,18,25,0,8,0,369.1554904,O8,6.0,-8.85913953623114,0.4797248433121714,,True
1048,369.16741,4649240,8.7,6.667381965624977,369.17085776881027,,8057,22,25,0,5,0,369.1707466,O5,10.0,-9.038094244151617,0.3011311468100587,,True
1049,369.18843,4828598,9.1,6.6838210501613675,369.19187815040885,,8063,19,29,0,7,0,369.1918758,O7,5.0,-9.33335814213657,0.006366361280299723,,True
3329,370.02514,4043872,7.3,6.606797400486357,370.02860335303336,,1033,18,9,0,9,0,370.02856,O9,14.0,-9.242529819875335,0.11716131677488606,1C13,True
1051,370.03807,31032563,70.0,7.491817645735314,370.04153358816313,,8090,14,12,1,11,0,370.0415832,N1O11,9.0,-9.494068125006951,-0.13407097772185228,,True
3333,370.10212,4736206,8.9,6.6754305836467935,370.1055847529897,,4005,16,18,1,9,0,370.105414,N1O9,8.0,-8.900167021016852,0.4613631232416442,2C13,True
3335,370.15541,9736858,20.5,6.988418836406003,370.15887572224517,,1047,18,25,0,8,0,370.1588454,O8,6.0,-9.280880472512827,0.08191684604841909,1C13,True
1056,371.0223,224437356,519.6,8.351095143824978,371.0257815038517,,8148,14,11,0,12,0,371.0255988,O12,9.0,-8.891030728628749,0.49242923475653055,,True
1057,371.02556,3522032,6.1,6.546793297503004,371.0290415632505,,8149,11,15,0,12,1,371.0289698,O12S1,4.0,-9.1901179627043,0.19341683881125002,,True
1058,371.03346,5035900,9.6,6.702077097551912,371.0369417071939,,8152,13,11,2,11,0,371.0368322,N2O11,9.0,-9.088585572505751,0.2951383377067155,,True
3336,371.04207,3861640,6.8,6.586771784383586,371.0455518640765,,10794,12,17,0,11,1,371.0455012,O11S1,4.0,-9.247383377157313,0.13654410675067002,1S34,True
3338,371.05299,4850967,9.1,6.685828320231784,371.0564720630534,,4014,12,17,0,11,1,371.0564152,O11S1,4.0,-9.230941333098484,0.1532463826096124,2C13,True
1060,371.05867,336577695,780.3,8.52708533190306,371.0621521665522,,8160,15,15,0,11,0,371.0619842,O11,8.0,-8.931661396470977,0.4526644048114861,,True
1061,371.07711,5844153,11.4,6.766721577246162,371.0805925025669,,8167,16,19,0,8,1,371.0806114,O8S1,7.0,-9.435685650065873,-0.05092541223543602,,True
3339,371.08358,7011267,14.2,6.845796506039108,371.0870626204665,,7862,16,17,0,10,0,371.086966,O10,8.0,-9.124545754146826,0.2603714905987302,1O18,True
1062,371.09506,213824723,494.9,8.330057918093189,371.09854282966455,,8173,16,19,0,10,0,371.0983696,O10,7.0,-8.918390031166505,0.4668025481404084,,True
1063,371.13141,74466567,171.0,7.871961332797005,371.13489349209544,,8185,17,23,0,9,0,371.134755,O9,6.0,-9.012898832305568,0.3731585188222043,,True
1064,371.14666,15177756,33.1,7.181207566759926,371.15014377002075,,8190,21,23,0,6,0,371.1500112,O6,10.0,-9.029233191081564,0.3571871662469842,,True
1065,371.16779,9197882,19.2,6.963687833692293,371.17127415512056,,8197,18,27,0,8,0,371.1711404,O8,5.0,-9.026563855092181,0.3603596993011538,,True
1066,372.01741,5354992,10.3,6.7287588263614415,372.0209096529272,,8227,13,10,1,12,0,372.0208478,N1O12,9.0,-9.240879967772605,0.1662619918381464,,True
3341,372.02552,33733115,76.3,7.528056446876942,372.02901980098517,,1056,14,11,0,12,0,372.0289538,O12,9.0,-9.229926770390257,0.17740819493493024,1C13,True
1067,372.03269,11073285,23.6,7.044276477765451,372.0361899318843,,8230,17,10,1,9,0,372.036104,N1O9,13.0,-9.176528738244926,0.2309772716499755,,True
1068,372.05378,22695971,50.6,7.355948767864108,372.0572803169246,,8233,14,14,1,11,0,372.0572332,N1O11,8.0,-9.281367735460499,0.12663891581582393,,True
3327,369.10682,4391106,8.1,6.642573920971261,369.1102666689442,,3995,17,19,0,9,0,369.110165,O9,8.0,-9.062335088949698,0.27544336033828865,2C13,True
3326,369.10436,4293694,7.9,6.632831090205761,369.1078066242915,,7839,17,19,0,9,0,369.1077014,O9,8.0,-9.0526423245492,0.2850774750339667,1O18,True
1043,369.09466,18237872,40.3,7.260974163346997,369.0981064482244,,8035,20,17,0,7,0,369.0979758,O7,12.0,-8.983522580444781,0.353966244796333,,True
1042,369.09067,10150059,21.5,7.006468566712282,369.09411637580195,,8034,15,17,2,9,0,369.093953,N2O9,8.0,-8.894754230802478,0.44264014790452516,,True
1021,367.13637,148790971,349.2,8.172576577958178,367.1397809724447,,7913,18,23,0,8,0,367.1398404,O8,7.0,-9.452529031567543,-0.1618662666386626,,True
1022,367.17273,23719151,53.9,7.375099139893998,367.1761416298668,,7922,19,27,0,7,0,367.1762258,O7,6.0,-9.52076892336762,-0.22923633750307956,,True
1023,368.0226,16133810,35.4,7.207736938163073,368.0260270099351,,7951,14,10,1,11,0,368.0259332,N1O11,10.0,-9.056970444999978,0.2549003388945652,,True
3317,368.03074,32374718,73.1,7.510205994183446,368.0341671573708,,1009,15,11,0,11,0,368.0340392,O11,10.0,-8.964388204923775,0.34767808729227917,1C13,True
1024,368.03384,3761154,6.6,6.575321115921993,368.0372672135202,,7953,13,10,3,10,0,368.0371666,N3O10,10.0,-9.038761032511065,0.273378694692126,,True
1025,368.03788,6365384,12.7,6.803824608154744,368.04130728669594,,7954,18,10,1,8,0,368.0411894,N1O8,14.0,-8.9919283366892,0.3203084310327922,,True
1026,368.05902,45494246,103.6,7.657956471635761,368.0624476696108,,7958,15,14,1,10,0,368.0623186,N1O10,9.0,-8.962069283803494,0.35067325348941836,,True
3318,368.06712,51356658,117.3,7.7105967545588046,368.07054781633263,,1014,16,15,0,10,0,368.0704246,O10,9.0,-8.97817314071533,0.3347629268086793,1C13,True
1027,368.07422,4778364,9.0,6.679279229794381,368.07764794494267,,7961,19,14,1,7,0,368.0775748,N1O7,13.0,-9.114383025852677,0.1987215405044447,,True
1028,368.09539,21364763,47.5,7.329698079537343,368.0988183284287,,7966,16,18,1,9,0,368.098704,N1O9,8.0,-9.003020016036071,0.3105917718965317,,True
3319,368.10346,51403814,117.4,7.7109953434642,368.10688847461773,,1018,17,19,0,9,0,368.10681,O9,8.0,-9.100619464257488,0.21318436824723866,1C13,True
1029,368.13172,6119758,12.1,6.7867342487235645,368.13514898656973,,7974,17,22,1,8,0,368.1350894,N1O8,7.0,-9.152618419355983,0.1618606088383958,,True
3343,372.0619,53041711,121.2,7.724617524934301,372.06540046517574,,1060,15,15,0,11,0,372.0653392,O11,8.0,-9.24353772753291,0.1646624108844631,1C13,True
3320,368.13986,29455962,66.3,7.469173210893747,368.1432891340376,,1021,18,23,0,8,0,368.1431954,O8,7.0,-9.060061524162716,0.25461298419336587,1C13,True
1030,368.98878,4210585,7.7,6.624342438976275,368.99222452659143,,8001,14,9,0,10,1,368.9921906,O10S1,10.0,-9.243014044414728,0.09194392802292196,,True
3322,368.99853,6729511,13.5,6.827983507356607,369.0019747035288,,7827,11,11,0,12,1,369.0019162,O12S1,6.0,-9.176646112944525,0.15854532520563486,1O18,True
1031,369.00656,70705459,162.2,7.849452945933419,369.01000484925515,,8005,14,9,0,12,0,369.0099488,O12,10.0,-9.18349223661589,0.15189090515871703,,True
1032,369.01,5867063,11.5,6.76842075165684,369.0134449116842,,8006,11,13,0,12,1,369.0133198,O12S1,5.0,-8.996423223381061,0.3390438163058893,,True
1033,369.02183,22540104,50.3,7.352955915548682,369.0252751263777,,8010,18,9,0,9,0,369.025205,O9,14.0,-9.145716753969303,0.19003140366310134,,True
1034,369.02529,9147469,19.1,6.961300946373813,369.0287351891715,,8011,15,13,0,9,1,369.028576,O9S1,9.0,-8.904459474712297,0.4313735626280459,,True
1036,369.04297,405625191,940.8,8.608124918644233,369.04641551004386,,8016,15,13,0,11,0,369.0463342,O11,9.0,-9.115928511408343,0.22032475690064277,,True
1037,369.04621,6165611,12.2,6.789976120798738,369.04965556884747,,8017,12,17,0,11,1,369.0497052,O11S1,4.0,-9.47081097961455,-0.13448365311229665,,True
1038,369.0543,10083191,21.3,7.003597993853862,369.0577457156767,,8021,14,13,2,10,0,369.0575676,N2O10,9.0,-8.853903257598818,0.48262301679717506,,True
1039,369.05825,25919356,58.1,7.413624206723212,369.0616957873679,,8023,19,13,0,8,0,369.0615904,O8,13.0,-9.051063797760172,0.2855549606111776,,True
3325,369.07368,3498130,6.0,6.543835945003596,369.077126067423,,3992,13,19,0,10,1,369.0771506,O10S1,4.0,-9.403453977888594,-0.0664700508239374,2C13,True
1041,369.07936,332036506,769.7,8.521185835158148,369.0828061705173,,8030,16,17,0,10,0,369.0827196,O10,8.0,-9.102566502304033,0.23455586697909495,,True
3321,368.17616,4531726,8.4,6.656263643405527,368.17958979169356,,1022,19,27,0,7,0,368.1795808,O7,6.0,-9.291118189069541,0.024422032157862386,1C13,True
3316,367.12495,3776426,6.8,6.577080979008949,367.1283607659706,,7819,18,21,0,8,0,367.1284368,O8,8.0,-9.497493657407505,-0.2071047124840784,1O18,True
1069,372.06898,11634489,24.9,7.065747313333641,372.07248059444106,,8237,18,14,1,8,0,372.0724894,N1O8,12.0,-9.432033004223646,-0.023666245651901438,,True
